fecha;metodo;region;sexo;edad;estudios;imagen_massa;imagen_villarruel;imagen_macri;imagen_milei;imagen_bulrich;imagen_cfk;teme;votara_milei;votara_massa;ballotage_votara;P14;P15;general_voto;pondedad;pondestudios;pondedadestudios;pondZonapais;pondedadestudiosZonapais;pondestudios2;pondedadestudiosZonapaisestudios2;pondedad2;pondedadestudiosZonapaisestudios2edad2;pondsexo;pondedadestudiosZonapaisestudios2edad2sexo;pondZonapais2;pondedadestudiosZonapaisestudios2edad2sexoZonapais2;pondvotant;pondedadestudiosZonapaisestudios2edad2sexoZonapais2votant;pondest3;pondedadestudiosZonapaisestudios2edad2sexoZonapais2votantest3;IMAGEN_MASSA;IMAGEN_VILLARRUEL;IMAGEN_MACRI;IMAGEN_MILEI;IMAGEN_BULLRICH;IMAGEN_CFK
2023-11-19;Presencial;Gba;Masculino;24-29;Nivel Secundario, ya sea completo o incompleto;Algo negativo;Algo negativo;Algo negativo;Algo negativo;Algo negativo;Algo negativo;Las dos posibilidades me dan el mismo miedo;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país no tendrá muchos cambios respecto de la actualidad;Javier Milei de la Libertad Avanza;1.47929057718103;1.21386734889247;1.79566253116435;1.14505271209431;2.05612825131587;1.01894833299725;2.09508845410686;1.03020956342626;2.15838016164482;1.0061214290132;2.17159253258783;1.00866563543307;2.19041076178441;1.45204051898392;3.18056517932941;0.965362198393827;3.07039739365229;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA
2023-11-19;Presencial;Gba;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positivo;Algo negativo;Muy negativo;Muy negativo;Muy negativo;Algo positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;1.99424904462305;1.10768870596228;1.14505271209431;1.26836195691834;0.977250595570355;1.23950747779723;1.02151472734302;1.26617514322167;1.0061214290132;1.27392594447918;1.00866563543307;1.28496532228277;1.08834275989641;1.39848270522441;1.04559517198309;1.46224676468449;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;Presencial;Gba;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positivo;No sabe/No tiene opinión formada;Algo negativo;Muy negativo;Algo negativo;Algo positivo;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;1.99424904462305;1.10768870596228;1.14505271209431;1.26836195691834;0.977250595570355;1.23950747779723;1.02151472734302;1.26617514322167;0.994415194355708;1.25910380113515;1.00866563543307;1.27001473564818;1.08834275989641;1.38221134250445;1.04559517198309;1.44523350638291;POSITIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;Presencial;Gba;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy negativo;No sabe/No tiene opinión formada;Algo positivo;Algo negativo;Muy positivo;Muy negativo;Que gane Sergio Massa;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país no tendrá muchos cambios respecto de la actualidad;Patricia Bullrich de Juntos por el cambio;0.55544151265804;1.99424904462305;1.10768870596228;1.14505271209431;1.26836195691834;0.977250595570355;1.23950747779723;1.02151472734302;1.26617514322167;0.994415194355708;1.25910380113515;1.00866563543307;1.27001473564818;0.923555974764576;1.17292969714693;1.04559517198309;1.22640962841242;NEGATIVA;NS/NC;POSITIVA;NEGATIVA;POSITIVA;NEGATIVA
2023-11-19;Presencial;Gba;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy negativo;No sabe/No tiene opinión formada;Algo negativo;Algo negativo;Muy negativo;Algo negativo;Las dos posibilidades me dan el mismo miedo;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país no tendrá muchos cambios respecto de la actualidad;Sergio Massa de Unidos por la patria;0.55544151265804;1.99424904462305;1.10768870596228;1.14505271209431;1.26836195691834;0.977250595570355;1.23950747779723;1.02151472734302;1.26617514322167;0.994415194355708;1.25910380113515;1.00866563543307;1.27001473564818;1.08834275989641;1.38221134250445;1.04559517198309;1.44523350638291;NEGATIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA
2023-11-19;Presencial;Gba;Masculino;24-29;Nivel Secundario, ya sea completo o incompleto;Algo positivo;Algo negativo;Muy negativo;Algo negativo;Muy negativo;Algo positivo;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país entrará en una crisis económica, social y política;Votó en blanco;1.47929057718103;1.21386734889247;1.79566253116435;1.14505271209431;2.05612825131587;1.01894833299725;2.09508845410686;1.03020956342626;2.15838016164482;1.0061214290132;2.17159253258783;1.00866563543307;2.19041076178441;0.453170217217346;0.992628920713056;0.965362198393827;0.958246437088847;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;Presencial;Gba;Masculino;30-49;Nivel Primario, ya sea completo o incompleto;Algo positivo;No sabe/No tiene opinión formada;Muy negativo;Muy negativo;Muy negativo;Algo negativo;Las dos posibilidades me dan el mismo miedo;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país no tendrá muchos cambios respecto de la actualidad;Sergio Massa de Unidos por la patria;1.48207554241363;1.99424904462305;2.95562773451757;1.14505271209431;3.38434955335051;0.977250595570355;3.30735761663005;0.938351259410849;3.10346318488687;1.0061214290132;3.12246081446823;1.00866563543307;3.14951892154046;1.08834275989641;3.42775611541531;1.04559517198309;3.58404524501376;POSITIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA
2023-11-19;Presencial;Gba;Masculino;16-23;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;No sabe/No tiene opinión formada;Muy negativo;Muy negativo;Muy negativo;Algo positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país no tendrá muchos cambios respecto de la actualidad;Sergio Massa de Unidos por la patria;2.34333245461974;0.548705637194426;1.2857997276705;1.14505271209431;1.47230846537923;1.00354176963286;1.47752304279212;1.07086020326163;1.58222062592811;1.0061214290132;1.59190607717295;1.00866563543307;1.60570095488142;1.08834275989641;1.74755300880394;0.994776393869599;1.73842448019395;POSITIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.304773889127266;1.60507985485576;0.489186429724217;1.00354176963286;0.490919015365822;1.02151472734302;0.501481004128921;1.0061214290132;0.504550784497164;1.00657160159832;0.507866491239;1.08834275989641;0.552732818733959;0.994776393869599;0.549845560193546;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Javier Milei de la Libertad Avanza;0.55544151265804;1.21386734889247;0.674232316435038;1.60507985485576;1.08219670860261;1.01894833299725;1.10270253220574;1.02151472734302;1.12642687652661;1.0061214290132;1.13332221868983;1.00657160159832;1.14076996079358;1.45204051898392;1.65644420591198;0.965362198393827;1.5990686201359;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positivo;Algo positivo;Algo negativo;Algo negativo;Muy positivo;Muy negativo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país no tendrá muchos cambios respecto de la actualidad;Patricia Bullrich de Juntos por el cambio;0.55544151265804;1.99424904462305;1.10768870596228;1.60507985485576;1.7779288273913;0.977250595570355;1.73748200544985;1.02151472734302;1.77486345706051;1.0061214290132;1.78572815772102;1.00657160159832;1.79746325173647;0.923555974764576;1.66005792556098;1.04559517198309;1.73574855217882;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Interior PBA;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positivo;Algo negativo;Algo negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Sergio Massa;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país entrará en una crisis económica similar a la de Venezuela;No sabe // Está indeciso;Sergio Massa de Unidos por la patria;0.55544151265804;1.99424904462305;1.10768870596228;1.60507985485576;1.7779288273913;0.977250595570355;1.73748200544985;1.02151472734302;1.77486345706051;0.994415194355708;1.76495118960767;1.00657160159832;1.77654974566625;1.08834275989641;1.93349505329167;1.04559517198309;2.02165309277496;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy positivo;Muy positivo;Muy negativo;Algo negativo;Muy negativo;Algo positivo;Que gane Sergio Massa;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;1.99424904462305;1.10768870596228;1.60507985485576;1.7779288273913;0.977250595570355;1.73748200544985;1.02151472734302;1.77486345706051;1.0061214290132;1.78572815772102;1.00657160159832;1.79746325173647;1.08834275989641;1.95625611620724;1.04559517198309;2.04545195026869;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.304773889127266;1.60507985485576;0.489186429724217;1.00354176963286;0.490919015365822;1.02151472734302;0.501481004128921;1.0061214290132;0.504550784497164;1.00657160159832;0.507866491239;1.08834275989641;0.552732818733959;0.994776393869599;0.549845560193546;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Algo positivo;No sabe/No tiene opinión formada;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;1.21386734889247;0.674232316435038;1.60507985485576;1.08219670860261;1.01894833299725;1.10270253220574;1.02151472734302;1.12642687652661;1.0061214290132;1.13332221868983;1.00657160159832;1.14076996079358;1.08834275989641;1.241548727537;0.965362198393827;1.19854420902818;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;No sabe/No tiene opinión formada;Muy positivo;No sabe/No tiene opinión formada;Muy positivo;Muy negativo;Que gane Sergio Massa;No sabe // Está indeciso;Seguro lo votaría;Sergio Massa;No sabe // Está indeciso;No sabe // Está indeciso;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.304773889127266;1.60507985485576;0.489186429724217;1.00354176963286;0.490919015365822;1.02151472734302;0.501481004128921;0.994415194355708;0.498680330186557;1.00657160159832;0.501957458641461;1.08834275989641;0.546301765888436;0.994776393869599;0.543448100635092;POSITIVA;NS/NC;POSITIVA;NS/NC;POSITIVA;NEGATIVA
2023-11-19;IVR;Interior PBA;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Javier Milei de la Libertad Avanza;1.48207554241363;0.548705637194426;0.813223204870345;1.60507985485576;1.30528818363863;1.00354176963286;1.30991121368957;0.938351259410849;1.229156837082;0.994415194355708;1.22229223504055;1.00657160159832;1.23032465264595;1.45204051898392;1.78648124714674;0.994776393869599;1.7771493727523;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;No sabe/No tiene opinión formada;Muy positivo;Algo negativo;Algo positivo;Muy negativo;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;No sabe // Está indeciso;Patricia Bullrich de Juntos por el cambio;1.48207554241363;0.548705637194426;0.813223204870345;1.60507985485576;1.30528818363863;1.00354176963286;1.30991121368957;0.938351259410849;1.229156837082;0.994415194355708;1.22229223504055;1.00657160159832;1.23032465264595;0.923555974764576;1.13627368385132;0.994776393869599;1.13033823767054;NEGATIVA;NS/NC;POSITIVA;NEGATIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Interior PBA;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;No sabe/No tiene opinión formada;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.304773889127266;1.60507985485576;0.489186429724217;1.00354176963286;0.490919015365822;1.02151472734302;0.501481004128921;0.994415194355708;0.498680330186557;1.00657160159832;0.501957458641461;1.08834275989641;0.546301765888436;0.994776393869599;0.543448100635092;POSITIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.304773889127266;1.60507985485576;0.489186429724217;1.00354176963286;0.490919015365822;1.02151472734302;0.501481004128921;1.0061214290132;0.504550784497164;1.00657160159832;0.507866491239;1.08834275989641;0.552732818733959;0.994776393869599;0.549845560193546;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;1.21386734889247;0.674232316435038;1.60507985485576;1.08219670860261;1.01894833299725;1.10270253220574;1.02151472734302;1.12642687652661;1.0061214290132;1.13332221868983;1.00657160159832;1.14076996079358;1.08834275989641;1.241548727537;0.965362198393827;1.19854420902818;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.304773889127266;1.60507985485576;0.489186429724217;1.00354176963286;0.490919015365822;1.02151472734302;0.501481004128921;1.0061214290132;0.504550784497164;1.00657160159832;0.507866491239;1.08834275989641;0.552732818733959;0.994776393869599;0.549845560193546;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.304773889127266;1.60507985485576;0.489186429724217;1.00354176963286;0.490919015365822;1.02151472734302;0.501481004128921;1.0061214290132;0.504550784497164;1.00657160159832;0.507866491239;1.08834275989641;0.552732818733959;0.994776393869599;0.549845560193546;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Sergio Massa;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;1.99424904462305;1.10768870596228;1.60507985485576;1.7779288273913;0.977250595570355;1.73748200544985;1.02151472734302;1.77486345706051;0.994415194355708;1.76495118960767;1.00657160159832;1.77654974566625;1.08834275989641;1.93349505329167;1.04559517198309;2.02165309277496;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;1.48207554241363;0.548705637194426;0.813223204870345;1.60507985485576;1.30528818363863;1.00354176963286;1.30991121368957;0.938351259410849;1.229156837082;1.0061214290132;1.23668103340629;1.00657160159832;1.24480800846204;1.08834275989641;1.35477778347073;0.994776393869599;1.34770095793566;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Seguro lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país iniciará una etapa de crecimiento económico;Myriam Bregman del Frente de Izquierda;1.48207554241363;0.548705637194426;0.813223204870345;1.60507985485576;1.30528818363863;1.00354176963286;1.30991121368957;0.938351259410849;1.229156837082;1.0061214290132;1.23668103340629;1.00657160159832;1.24480800846204;0.782655680433316;0.974256058871695;0.994776393869599;0.969166928949993;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy positivo;No sabe/No tiene opinión formada;No sabe/No tiene opinión formada;No sabe/No tiene opinión formada;No sabe/No tiene opinión formada;No sabe/No tiene opinión formada;No sabe/No tiene opinión formada;No sabe // Está indeciso;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país no tendrá muchos cambios respecto de la actualidad;No fue a votar;0.55544151265804;1.21386734889247;0.674232316435038;1.60507985485576;1.08219670860261;1.01894833299725;1.10270253220574;1.02151472734302;1.12642687652661;1.0061214290132;1.13332221868983;1.00657160159832;1.14076996079358;0.125985994933214;0.143721038500503;0.965362198393827;0.138742857682289;POSITIVA;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC
2023-11-19;IVR;Interior PBA;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.304773889127266;1.60507985485576;0.489186429724217;1.00354176963286;0.490919015365822;1.02151472734302;0.501481004128921;0.994415194355708;0.498680330186557;1.00657160159832;0.501957458641461;1.08834275989641;0.546301765888436;0.994776393869599;0.543448100635092;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;No fue a votar;0.55544151265804;0.548705637194426;0.304773889127266;1.60507985485576;0.489186429724217;1.00354176963286;0.490919015365822;1.02151472734302;0.501481004128921;0.994415194355708;0.498680330186557;1.00657160159832;0.501957458641461;0.125985994933214;0.0632396098410921;0.994776393869599;0.062909271027442;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Algo negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;1.21386734889247;0.674232316435038;1.60507985485576;1.08219670860261;1.01894833299725;1.10270253220574;1.02151472734302;1.12642687652661;0.994415194355708;1.1201360013487;1.00657160159832;1.1274970888855;1.08834275989641;1.22710329349281;0.965362198393827;1.18459913306253;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.304773889127266;1.60507985485576;0.489186429724217;1.00354176963286;0.490919015365822;1.02151472734302;0.501481004128921;1.0061214290132;0.504550784497164;1.00657160159832;0.507866491239;1.08834275989641;0.552732818733959;0.994776393869599;0.549845560193546;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy positivo;Algo negativo;Algo negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;El país entrará en una crisis económica similar a la de Venezuela;El país entrará en una crisis económica, social y política;Patricia Bullrich de Juntos por el cambio;1.48207554241363;1.21386734889247;1.799043109528;1.60507985485576;2.88760785312046;1.01894833299725;2.94232320828686;0.938351259410849;2.76093268808975;1.0061214290132;2.77783354155011;1.00657160159832;2.79608835689163;0.923555974764576;2.58234410797693;0.965362198393827;2.49289738508596;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Sergio Massa;Nunca lo votaría;Seguro lo votaría;Sergio Massa;No sabe // Está indeciso;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;1.48207554241363;0.548705637194426;0.813223204870345;1.60507985485576;1.30528818363863;1.00354176963286;1.30991121368957;0.938351259410849;1.229156837082;1.0061214290132;1.23668103340629;1.00657160159832;1.24480800846204;1.08834275989641;1.35477778347073;0.994776393869599;1.34770095793566;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
2023-11-19;IVR;Interior PBA;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;No sabe/No tiene opinión formada;Algo negativo;Muy negativo;Muy negativo;Muy negativo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;1.48207554241363;0.548705637194426;0.813223204870345;1.60507985485576;1.30528818363863;1.00354176963286;1.30991121368957;0.938351259410849;1.229156837082;0.994415194355708;1.22229223504055;1.00657160159832;1.23032465264595;1.08834275989641;1.33901492802929;0.994776393869599;1.33202044144254;NEGATIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA
2023-11-19;IVR;Interior PBA;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;No sabe/No tiene opinión formada;Muy negativo;Muy negativo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.304773889127266;1.60507985485576;0.489186429724217;1.00354176963286;0.490919015365822;1.02151472734302;0.501481004128921;1.0061214290132;0.504550784497164;1.00657160159832;0.507866491239;1.08834275989641;0.552732818733959;0.994776393869599;0.549845560193546;POSITIVA;NEGATIVA;NEGATIVA;NS/NC;NEGATIVA;NEGATIVA
2023-11-19;IVR;Interior PBA;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy positivo;Algo negativo;Algo negativo;Algo negativo;Algo negativo;Que gane Sergio Massa;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.304773889127266;1.60507985485576;0.489186429724217;1.00354176963286;0.490919015365822;1.02151472734302;0.501481004128921;0.994415194355708;0.498680330186557;1.00657160159832;0.501957458641461;1.08834275989641;0.546301765888436;0.994776393869599;0.543448100635092;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA
