fecha;metodo;region;sexo;edad;estudios;imagen_massa;imagen_villarruel;imagen_macri;imagen_milei;imagen_bulrich;imagen_cfk;imagen_larreta;imagen_lousteau;imagen_jorge_macri;imagen_kicillof;ballotage_votara;general_voto;paso_voto
2023-11-06;IVR;Patagonia;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;Algo positivo;Algo negativo;Algo positivo;Algo positivo;Algo negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Muy positivo;Algo positivo;Muy positivo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativo;NS/NC;Muy positivo;NS/NC;Algo negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo negativo;Muy negativo;Muy negativo;Muy positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Masculino;24-29;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo negativo;Algo negativo;Algo positivo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Myriam Bregman del Frente de Izquierda;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;Muy negativo;Muy negativo;Muy negativo;NS/NC;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Juan Schiaretti de  Hacemos por nuestro país;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;Algo positivo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positivo;NS/NC;Algo positivo;Algo negativo;Algo positivo;Algo negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;NS/NC;Algo positivo;Algo negativo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Juan Schiaretti de  Hacemos por nuestro país;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy positivo;Algo positivo;Muy positivo;Algo negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;NS/NC;Algo positivo;NS/NC;Algo positivo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;NS/NC;Muy positivo;NS/NC;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;NS/NC;Algo negativo;Algo negativo;Algo negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;Algo positivo;Algo negativo;Algo positivo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;24-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;NS/NC;Algo negativo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Juan Schiaretti de  Hacemos por nuestro país;NS/NC
2023-11-06;IVR;Patagonia;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;No fue a votar;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;No fue a votar;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Votó en blanco;NS/NC
2023-11-06;IVR;Patagonia;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativo;Algo positivo;Algo positivo;NS/NC;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;No fue a votar;NS/NC
2023-11-06;IVR;Patagonia;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo negativo;Algo negativo;Algo positivo;Algo negativo;Algo negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy positivo;Algo positivo;Muy positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;Algo positivo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo negativo;Algo positivo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativo;Algo negativo;Muy negativo;Algo positivo;Algo negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Javier Milei de la Libertad Avanza;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positivo;NS/NC;Muy negativo;Muy negativo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Sergio Massa de Unidos por la patria;NS/NC
2023-11-06;IVR;Patagonia;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;Algo positivo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Sergio Massa de Unidos por la patria;NS/NC
2023-11-06;IVR;Patagonia;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;Algo negativo;Algo negativo;Algo negativo;Algo negativo;Algo negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;No fue a votar;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo negativo;Muy positivo;Algo negativo;Muy positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positivo;Muy negativo;Muy negativo;NS/NC;Algo negativo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Juan Schiaretti de  Hacemos por nuestro país;NS/NC
2023-11-06;IVR;Patagonia;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo negativo;Muy positivo;Muy positivo;Muy positivo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Votó en blanco;NS/NC
2023-11-06;IVR;Patagonia;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;NS/NC;Muy negativo;Muy negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Javier Milei de la Libertad Avanza;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativo;Algo positivo;Algo positivo;Algo negativo;Muy positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy positivo;Muy positivo;Muy positivo;Muy positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;No fue a votar;NS/NC
2023-11-06;IVR;Patagonia;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo negativo;Algo negativo;Algo negativo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy positivo;Algo negativo;Muy positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;NS/NC;Muy positivo;Muy negativo;NS/NC;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;NS/NC;Algo positivo;NS/NC;Muy positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Patagonia;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Muy negativo;Algo negativo;NS/NC;Algo negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Está indeciso;Juan Schiaretti de  Hacemos por nuestro país;NS/NC
2023-11-06;IVR;Caba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy positivo;Algo positivo;Muy positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Caba;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;NS/NC;Algo positivo;Algo negativo;Algo positivo;Algo negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Caba;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Muy negativo;Algo positivo;Muy negativo;Muy positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Caba;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Caba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo negativo;Algo negativo;Muy negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Caba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Myriam Bregman del Frente de Izquierda;NS/NC
2023-11-06;IVR;Caba;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Juan Schiaretti de  Hacemos por nuestro país;NS/NC
2023-11-06;IVR;Caba;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativo;Algo negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Juan Schiaretti de  Hacemos por nuestro país;NS/NC
2023-11-06;IVR;Caba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;NS/NC;Algo negativo;Muy negativo;Algo negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Juan Schiaretti de  Hacemos por nuestro país;NS/NC
2023-11-06;IVR;Caba;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Myriam Bregman del Frente de Izquierda;NS/NC
2023-11-06;IVR;Caba;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo negativo;Algo negativo;Muy negativo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Caba;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;Muy negativo;Algo positivo;Muy negativo;Algo positivo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Votó en blanco;NS/NC
2023-11-06;IVR;Gba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;NS/NC;Algo positivo;Algo negativo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Gba;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy negativo;NS/NC;Algo positivo;Algo positivo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Javier Milei de la Libertad Avanza;NS/NC
2023-11-06;IVR;Gba;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;NS/NC;Algo negativo;Muy negativo;Algo negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Gba;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativo;Algo negativo;Algo positivo;Algo negativo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Gba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;Algo negativo;Algo negativo;Algo negativo;Algo negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Gba;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy negativo;Muy negativo;Algo negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Sergio Massa de Unidos por la patria;NS/NC
2023-11-06;IVR;Gba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;Algo positivo;Muy positivo;Algo positivo;Muy positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Gba;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy negativo;NS/NC;Muy negativo;Muy positivo;Muy positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Myriam Bregman del Frente de Izquierda;NS/NC
2023-11-06;IVR;Gba;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Juan Schiaretti de  Hacemos por nuestro país;NS/NC
2023-11-06;Presencial;Gba;Femenino;24-29;Nivel Primario, ya sea completo o incompleto;Algo negativo;NS/NC;Algo negativo;Algo negativo;Algo negativo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Sergio Massa de Unidos por la patria;NS/NC
2023-11-06;Presencial;Gba;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo positivo;Muy negativo;Algo positivo;Muy negativo;Muy negativo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Votó en blanco;NS/NC
2023-11-06;Presencial;Gba;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;Algo negativo;Algo negativo;Algo negativo;Algo negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Myriam Bregman del Frente de Izquierda;NS/NC
2023-11-06;Presencial;Gba;Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Algo negativo;NS/NC;Algo positivo;Algo negativo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;Presencial;Gba;Femenino;24-29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Votó en blanco;NS/NC
2023-11-06;Presencial;Gba;Masculino;24-29;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Juan Schiaretti de  Hacemos por nuestro país;NS/NC
2023-11-06;Presencial;Gba;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo negativo;Algo negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Javier Milei de la Libertad Avanza;NS/NC
2023-11-06;Presencial;Gba;Masculino;16-23;Nivel Secundario, ya sea completo o incompleto;Algo positivo;NS/NC;Algo positivo;Algo negativo;Algo negativo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;No fue a votar;NS/NC
2023-11-06;Presencial;Gba;Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Muy negativo;Muy negativo;Muy negativo;Algo negativo;Algo negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Votó en blanco;NS/NC
2023-11-06;Presencial;Gba;Femenino;24-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;Algo negativo;Muy negativo;Algo negativo;Algo negativo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Votó en blanco;NS/NC
2023-11-06;Presencial;Gba;Femenino;24-29;Nivel Primario, ya sea completo o incompleto;Algo negativo;NS/NC;Algo negativo;Algo negativo;Algo negativo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Sergio Massa de Unidos por la patria;NS/NC
2023-11-06;Presencial;Gba;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo positivo;Muy negativo;Algo positivo;Muy negativo;Muy negativo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Votó en blanco;NS/NC
2023-11-06;Presencial;Gba;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;Algo negativo;Algo negativo;Algo negativo;Algo negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Myriam Bregman del Frente de Izquierda;NS/NC
2023-11-06;Presencial;Gba;Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Algo negativo;NS/NC;Algo positivo;Algo negativo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;Presencial;Gba;Femenino;24-29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Votó en blanco;NS/NC
2023-11-06;Presencial;Gba;Masculino;24-29;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Juan Schiaretti de  Hacemos por nuestro país;NS/NC
2023-11-06;Presencial;Gba;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo negativo;Algo negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Javier Milei de la Libertad Avanza;NS/NC
2023-11-06;Presencial;Gba;Masculino;16-23;Nivel Secundario, ya sea completo o incompleto;Algo positivo;NS/NC;Algo positivo;Algo negativo;Algo negativo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;No fue a votar;NS/NC
2023-11-06;Presencial;Gba;Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Muy negativo;Muy negativo;Muy negativo;Algo negativo;Algo negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Votó en blanco;NS/NC
2023-11-06;Presencial;Gba;Femenino;24-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;Algo negativo;Muy negativo;Algo negativo;Algo negativo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Votó en blanco;NS/NC
2023-11-06;IVR;Interior PBA;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy negativo;Algo positivo;NS/NC;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Interior PBA;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Interior PBA;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positivo;NS/NC;Algo negativo;Muy negativo;Algo negativo;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;No fue a votar;NS/NC
2023-11-06;IVR;Interior PBA;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;NS/NC;Algo positivo;Algo positivo;Algo positivo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Juan Schiaretti de  Hacemos por nuestro país;NS/NC
2023-11-06;Presencial;Interior PBA;Femenino;24-29;Nivel Primario, ya sea completo o incompleto;Algo negativo;NS/NC;Muy negativo;Algo negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;No fue a votar;NS/NC
2023-11-06;Presencial;Interior PBA;Femenino;24-29;Nivel Secundario, ya sea completo o incompleto;Algo positivo;NS/NC;Algo positivo;Algo negativo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;Presencial;Interior PBA;Femenino;24-29;Nivel Primario, ya sea completo o incompleto;Algo negativo;NS/NC;Muy negativo;Algo negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;No fue a votar;NS/NC
2023-11-06;Presencial;Interior PBA;Femenino;24-29;Nivel Secundario, ya sea completo o incompleto;Algo positivo;NS/NC;Algo positivo;Algo negativo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Interior PBA;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Interior PBA;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Interior PBA;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativo;Muy negativo;Algo positivo;Muy negativo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Interior PBA;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Muy negativo;Algo positivo;Muy negativo;Muy positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Interior PBA;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo negativo;Algo positivo;Algo negativo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Interior PBA;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;NS/NC;Muy positivo;Algo positivo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
2023-11-06;IVR;Interior PBA;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;NS/NC;Algo positivo;Algo negativo;Algo positivo;Muy negativo;NS/NC;NS/NC;NS/NC;NS/NC;Votará en blanco;Patricia Bullrich de Juntos por el cambio;NS/NC
