metodo;plaza;estrato;sexo;edad;estudios;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;pondedad;pondestudios;pondedadestudios;pondestrato;pondedadestudiosestrato;pondestudios2;pondedadestudiosestratoestudios2;pondedad2;pondedadestudiosestratoestudios2edad2;pondsexo;pondedadestudiosestratoestudios2edad2sexo;pondvotant;pondedadestudiosestratoestudios2edad2sexovotant;pondestrato2;pondedadestudiosestratoestudios2edad2sexovotantestrato2;pondedad3;pondedadestudiosestratoestudios2edad2sexovotantestrato2edad3;imagen_massa;imagen_milei;imagen_bulrich;imagen_kicillof;imagen_piparo;imagen_grindetti
IVR;Tres de Febrero;Primera;2 - Mujer;Más de 50;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;4 - Muy negativa;3 - Algo negativa;1 - Muy positiva;4 - Muy negativa;Patricia Bullrich de Juntos por el cambio;No sabe // Está indeciso;Patricia Bullrich de Juntos por el Cambio;Patricia Bullrich de Juntos por el Cambio;Patricia Bullrich;Néstor Grindetti de Juntos;3 - Algo negativa;1 - Muy positiva;SI;SI;Bullrich;0.525664121129009;0.526070473344839;0.27653637302273654;1.02059061761417;0.28223042773605717;0.996126363843845;0.2811371697468117;1.07325861063304;0.30173288819976823;1.07954099546258;0.3257330224909772;1.03399275840472;0.3368055864289522;1.02689151163158;0.3458627977739875;0.997005690313739;0.3448271774484955;2.0;2.0;1.0;2.0;2.0;1.0
IVR;Tres de Febrero;Primera;1 - Hombre;Más de 50;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;Juan Schiaretti de  Hacemos por nuestro país;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;Sergio Massa de Union por la Patria;Juan Schiaretti;Carolina Píparo de La Libertad Avanza;2 - Algo positiva;3 - Algo negativa;SI;SI;Juan Schiaretti;0.525664121129009;1.19470966426349;0.6280160056694009;1.02059061761417;0.6409472430977179;1.00705495794049;0.6454690989398453;1.07325861063304;0.6927552683347385;0.926079915545157;0.6415467403928973;0.851762028690361;0.5464451530967426;1.02689151163158;0.5611398892872641;0.997005690313739;0.5594596626814238;1.0;1.0;2.0;2.0;1.0;2.0
IVR;Tres de Febrero;Primera;2 - Mujer;Más de 50;2 - Nivel Secundario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;1 - Muy positiva;4 - Muy negativa;Patricia Bullrich de Juntos por el cambio;Javier Milei de La Libertad Avanza;Patricia Bullrich de Juntos por el Cambio;Patricia Bullrich de Juntos por el Cambio;Myriam Bregman;Néstor Grindetti de Juntos;4 - Muy negativa;1 - Muy positiva;SI;SI;Bullrich;0.525664121129009;1.19470966426349;0.6280160056694009;1.02059061761417;0.6409472430977179;1.00705495794049;0.6454690989398453;1.07325861063304;0.6927552683347385;1.07954099546258;0.7478577119900305;1.03399275840472;0.7732794585148142;1.02689151163158;0.7940741120679272;0.997005690313739;0.791696408262553;2.0;2.0;1.0;2.0;2.0;1.0
Presencial;Florencio Varela;Tercera;1 - Hombre;18 a 29;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;4 - Muy negativa;3 - Algo negativa;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Sergio Massa;Axel Kicillof de Unión por la Patria;4 - Muy negativa;2 - Algo positiva;SI;No;Sergio Massa;1.72940482220138;1.70745517192425;2.9528812080184843;1.06714403708791;3.1511495733658696;0.994940874008987;3.135207510657685;1.0423058837271;3.2678452350638993;0.926079915545157;3.0262858393026195;0.645247436849384;1.9527031809836022;1.02929048551713;2.0098988052254563;0.920987790896472;1.8510922605500515;1.0;2.0;2.0;1.0;2.0;1.0
Presencial;Florencio Varela;Tercera;1 - Hombre;30 a 49;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;Myriam Bregmandel Frente de Izquierda;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Myriam Bregman;Axel Kicillof de Unión por la Patria;4 - Muy negativa;2 - Algo positiva;SI;No;Sergio Massa;1.88490361692397;1.70745517192425;3.2183884292955574;1.06714403708791;3.4344840213554786;0.994940874008987;3.4171085339773204;0.916330487738784;3.131200729595799;0.926079915545157;2.8997421072190117;0.645247436849384;1.871051162207299;1.02929048551713;1.9258551591757413;1.07373862755802;2.0678650754888928;1.0;2.0;2.0;1.0;2.0;1.0
Presencial;Florencio Varela;Tercera;1 - Hombre;18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;4 - Muy negativa;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;Javier Milei – de la Libertad Avanza;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;Patricia Bullrich de Juntos por el Cambio;Javier Milei;Carolina Píparo de La Libertad Avanza;2 - Algo positiva;2 - Algo positiva;SI;SI;Javier Milei;1.72940482220138;1.19470966426349;2.066136654507871;1.06714403708791;2.2048654106668377;1.00705495794049;2.2204206434035334;1.0423058837271;2.3143575009686157;0.926079915545157;2.1432799990383162;1.58246318882505;3.391661701823124;1.02929048551713;3.491005119779379;0.920987790896472;3.2151730932738842;2.0;1.0;2.0;2.0;1.0;1.0
Presencial;Berazategui;Tercera;2 - Mujer;Más de 50;1 - Nivel Primario, ya sea completo o incompleto;4 - Muy negativa;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;Javier Milei – de la Libertad Avanza;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;No sabe // Está indeciso;Javier Milei;Carolina Píparo de La Libertad Avanza;1 - Muy positiva;3 - Algo negativa;SI;No;Javier Milei;0.525664121129009;1.70745517192425;0.8975479223167417;1.06714403708791;0.9578129133009535;0.994940874008987;0.9529672170967448;1.07325861063304;1.0227802714000869;1.07954099546258;1.1041332323267377;1.58246318882505;1.7472501957154791;1.02929048551713;1.798428002267886;0.997005690313739;1.7930429518806523;2.0;1.0;2.0;2.0;1.0;2.0
Presencial;Florencio Varela;Tercera;1 - Hombre;18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;3 - Algo negativa;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Myriam Bregman;Axel Kicillof de Unión por la Patria;5 - Ns/Nc;2 - Algo positiva;SI;No;Grabois;1.72940482220138;1.19470966426349;2.066136654507871;1.06714403708791;2.2048654106668377;1.00705495794049;2.2204206434035334;1.0423058837271;2.3143575009686157;0.926079915545157;2.1432799990383162;1.62957013804576;3.4926250839035853;1.02929048551713;3.5949257683404285;0.920987790896472;3.3108827418206537;1.0;2.0;2.0;2.0;3.0;1.0
Presencial;Florencio Varela;Tercera;2 - Mujer;Más de 50;1 - Nivel Primario, ya sea completo o incompleto;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;Myriam Bregmandel Frente de Izquierda;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Sergio Massa;Axel Kicillof de Unión por la Patria;5 - Ns/Nc;2 - Algo positiva;SI;No;Sergio Massa;0.525664121129009;1.70745517192425;0.8975479223167417;1.06714403708791;0.9578129133009535;0.994940874008987;0.9529672170967448;1.07325861063304;1.0227802714000869;1.07954099546258;1.1041332323267377;0.645247436849384;0.7124391380990529;1.02929048551713;0.7333068263553799;0.997005690313739;0.7311110786222227;1.0;2.0;2.0;1.0;3.0;1.0
Presencial;Florencio Varela;Tercera;2 - Mujer;30 a 49;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Patricia Bullrich de Juntos por el Cambio;Myriam Bregman;Axel Kicillof de Unión por la Patria;3 - Algo negativa;3 - Algo negativa;No;SI;Sergio Massa;1.88490361692397;1.70745517192425;3.2183884292955574;1.06714403708791;3.4344840213554786;0.994940874008987;3.4171085339773204;0.916330487738784;3.131200729595799;1.07954099546258;3.380259552621006;0.645247436849384;2.18110381221435;1.02929048551713;2.2449894018373713;1.07373862755802;2.4105318392111594;1.0;1.0;2.0;1.0;2.0;2.0
Presencial;Florencio Varela;Tercera;1 - Hombre;18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;1 - Muy positiva;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Myriam Bregman;Axel Kicillof de Unión por la Patria;4 - Muy negativa;2 - Algo positiva;SI;No;Grabois;1.72940482220138;1.19470966426349;2.066136654507871;1.06714403708791;2.2048654106668377;1.00705495794049;2.2204206434035334;1.0423058837271;2.3143575009686157;0.926079915545157;2.1432799990383162;1.62957013804576;3.4926250839035853;1.02929048551713;3.5949257683404285;0.920987790896472;3.3108827418206537;1.0;2.0;2.0;1.0;2.0;1.0
Presencial;Florencio Varela;Tercera;2 - Mujer;18 a 29;1 - Nivel Primario, ya sea completo o incompleto;1 - Muy positiva;3 - Algo negativa;3 - Algo negativa;1 - Muy positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Javier Milei de La Libertad Avanza;Sergio Massa de Union por la Patria;Myriam Bregman;Axel Kicillof de Unión por la Patria;4 - Muy negativa;4 - Muy negativa;SI;SI;Sergio Massa;1.72940482220138;1.70745517192425;2.9528812080184843;1.06714403708791;3.1511495733658696;0.994940874008987;3.135207510657685;1.0423058837271;3.2678452350638993;1.07954099546258;3.527772898078531;0.645247436849384;2.2762864202718953;1.02929048551713;2.3429599546977093;0.920987790896472;2.1578375128359415;1.0;2.0;2.0;1.0;2.0;2.0
Presencial;Florencio Varela;Tercera;1 - Hombre;18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;2 - Algo positiva;4 - Muy negativa;3 - Algo negativa;1 - Muy positiva;Myriam Bregmandel Frente de Izquierda;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Myriam Bregman;Axel Kicillof de Unión por la Patria;3 - Algo negativa;2 - Algo positiva;SI;No;Sergio Massa;1.72940482220138;0.526070473344839;0.9097888134203271;1.06714403708791;0.9708757072507872;0.996126363843845;0.967114888008048;1.0423058837271;1.0080295380108637;0.926079915545157;0.9335159094281243;0.645247436849384;0.602348747816619;1.02929048551713;0.6199918350908031;0.920987790896472;0.5710049105741285;1.0;2.0;2.0;1.0;2.0;1.0
Presencial;Florencio Varela;Tercera;1 - Hombre;30 a 49;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;En Blanco/ No votaría;Sergio Massa de Union por la Patria;Myriam Bregman;Axel Kicillof de Unión por la Patria;4 - Muy negativa;2 - Algo positiva;SI;SI;Sergio Massa;1.88490361692397;1.70745517192425;3.2183884292955574;1.06714403708791;3.4344840213554786;0.994940874008987;3.4171085339773204;0.916330487738784;3.131200729595799;0.926079915545157;2.8997421072190117;0.645247436849384;1.871051162207299;1.02929048551713;1.9258551591757413;1.07373862755802;2.0678650754888928;1.0;2.0;2.0;2.0;2.0;1.0
Presencial;Florencio Varela;Tercera;1 - Hombre;Más de 50;1 - Nivel Primario, ya sea completo o incompleto;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Sergio Massa;Axel Kicillof de Unión por la Patria;3 - Algo negativa;3 - Algo negativa;SI;No;Sergio Massa;0.525664121129009;1.70745517192425;0.8975479223167417;1.06714403708791;0.9578129133009535;0.994940874008987;0.9529672170967448;1.07325861063304;1.0227802714000869;0.926079915545157;0.9471762673594452;0.645247436849384;0.6111630587582488;1.02929048551713;0.6290643214794123;0.997005690313739;0.6271807080883253;1.0;2.0;2.0;1.0;2.0;2.0
Presencial;Florencio Varela;Tercera;2 - Mujer;18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Sergio Massa;Axel Kicillof de Unión por la Patria;4 - Muy negativa;3 - Algo negativa;No;No;Sergio Massa;1.72940482220138;1.19470966426349;2.066136654507871;1.06714403708791;2.2048654106668377;1.00705495794049;2.2204206434035334;1.0423058837271;2.3143575009686157;1.07954099546258;2.4984438004519487;0.645247436849384;1.6121144583538538;1.02929048551713;1.6593340735482234;0.920987790896472;1.5282264227564222;1.0;2.0;2.0;1.0;2.0;2.0
Presencial;Florencio Varela;Tercera;2 - Mujer;18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;3 - Algo negativa;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;Javier Milei – de la Libertad Avanza;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;Patricia Bullrich de Juntos por el Cambio;Javier Milei;Carolina Píparo de La Libertad Avanza;2 - Algo positiva;3 - Algo negativa;SI;SI;Javier Milei;1.72940482220138;0.526070473344839;0.9097888134203271;1.06714403708791;0.9708757072507872;0.996126363843845;0.967114888008048;1.0423058837271;1.0080295380108637;1.07954099546258;1.0882092109199326;1.58246318882505;1.722051018021148;1.02929048551713;1.7724907284242555;0.920987790896472;1.6324423203559335;2.0;1.0;2.0;2.0;1.0;2.0
Presencial;Lomas de Zamora;Tercera;1 - Hombre;30 a 49;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Sergio Massa;Axel Kicillof de Unión por la Patria;4 - Muy negativa;3 - Algo negativa;SI;No;Sergio Massa;1.88490361692397;1.70745517192425;3.2183884292955574;1.06714403708791;3.4344840213554786;0.994940874008987;3.4171085339773204;0.916330487738784;3.131200729595799;0.926079915545157;2.8997421072190117;0.645247436849384;1.871051162207299;1.02929048551713;1.9258551591757413;1.07373862755802;2.0678650754888928;1.0;2.0;2.0;2.0;2.0;2.0
Presencial;Lomas de Zamora;Tercera;2 - Mujer;18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;Patricia Bullrich de Juntos por el cambio;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Patricia Bullrich de Juntos por el Cambio;Patricia Bullrich;Axel Kicillof de Unión por la Patria;4 - Muy negativa;3 - Algo negativa;SI;No;Horacio R Larreta;1.72940482220138;0.526070473344839;0.9097888134203271;1.06714403708791;0.9708757072507872;0.996126363843845;0.967114888008048;1.0423058837271;1.0080295380108637;1.07954099546258;1.0882092109199326;1.25706235116014;1.3679468292331312;1.02929048551713;1.4080146560229883;0.920987790896472;1.2967643076004678;1.0;2.0;2.0;2.0;2.0;2.0
Presencial;Lanus;Tercera;2 - Mujer;18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;1 - Muy positiva;4 - Muy negativa;3 - Algo negativa;3 - Algo negativa;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Javier Milei de La Libertad Avanza;Sergio Massa de Union por la Patria;Myriam Bregman;Axel Kicillof de Unión por la Patria;3 - Algo negativa;2 - Algo positiva;SI;No;Sergio Massa;1.72940482220138;1.19470966426349;2.066136654507871;1.06714403708791;2.2048654106668377;1.00705495794049;2.2204206434035334;1.0423058837271;2.3143575009686157;1.07954099546258;2.4984438004519487;0.645247436849384;1.6121144583538538;1.02929048551713;1.6593340735482234;0.920987790896472;1.5282264227564222;1.0;2.0;2.0;2.0;2.0;1.0
Presencial;Lanus;Tercera;2 - Mujer;18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;Myriam Bregmandel Frente de Izquierda;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Sergio Massa;Axel Kicillof de Unión por la Patria;4 - Muy negativa;3 - Algo negativa;No;SI;Sergio Massa;1.72940482220138;0.526070473344839;0.9097888134203271;1.06714403708791;0.9708757072507872;0.996126363843845;0.967114888008048;1.0423058837271;1.0080295380108637;1.07954099546258;1.0882092109199326;0.645247436849384;0.7021642041019772;1.02929048551713;0.7227309345528734;0.920987790896472;0.6656263668263935;1.0;2.0;2.0;2.0;2.0;2.0
Presencial;Florencio Varela;Tercera;1 - Hombre;Más de 50;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;Sergio Massa de Unidos por la patria;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;Patricia Bullrich de Juntos por el Cambio;Javier Milei;Carolina Píparo de La Libertad Avanza;2 - Algo positiva;2 - Algo positiva;SI;No;Javier Milei;0.525664121129009;1.70745517192425;0.8975479223167417;1.06714403708791;0.9578129133009535;0.994940874008987;0.9529672170967448;1.07325861063304;1.0227802714000869;0.926079915545157;0.9471762673594452;1.58246318882505;1.4988715764250358;1.02929048551713;1.5427742526263513;0.997005690313739;1.538154708737998;2.0;1.0;2.0;2.0;1.0;1.0
Presencial;Florencio Varela;Tercera;1 - Hombre;18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Sergio Massa;Néstor Grindetti de Juntos;4 - Muy negativa;2 - Algo positiva;SI;SI;Sergio Massa;1.72940482220138;1.19470966426349;2.066136654507871;1.06714403708791;2.2048654106668377;1.00705495794049;2.2204206434035334;1.0423058837271;2.3143575009686157;0.926079915545157;2.1432799990383162;0.645247436849384;1.3829459258300238;1.02929048551713;1.4234530834415222;0.920987790896472;1.3109829107635789;1.0;2.0;2.0;1.0;2.0;1.0
Presencial;Florencio Varela;Tercera;1 - Hombre;30 a 49;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;4 - Muy negativa;3 - Algo negativa;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;En Blanco/ No votaría;Sergio Massa de Union por la Patria;Myriam Bregman;Axel Kicillof de Unión por la Patria;3 - Algo negativa;3 - Algo negativa;SI;No;Grabois;1.88490361692397;1.70745517192425;3.2183884292955574;1.06714403708791;3.4344840213554786;0.994940874008987;3.4171085339773204;0.916330487738784;3.131200729595799;0.926079915545157;2.8997421072190117;1.62957013804576;4.725333145957988;1.02929048551713;4.863740448033285;1.07373862755802;5.222385993469689;1.0;2.0;2.0;1.0;2.0;2.0
Presencial;Lanus;Tercera;2 - Mujer;Más de 50;1 - Nivel Primario, ya sea completo o incompleto;1 - Muy positiva;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Sergio Massa;Axel Kicillof de Unión por la Patria;3 - Algo negativa;3 - Algo negativa;SI;SI;Sergio Massa;0.525664121129009;1.70745517192425;0.8975479223167417;1.06714403708791;0.9578129133009535;0.994940874008987;0.9529672170967448;1.07325861063304;1.0227802714000869;1.07954099546258;1.1041332323267377;0.645247436849384;0.7124391380990529;1.02929048551713;0.7333068263553799;0.997005690313739;0.7311110786222227;1.0;2.0;1.0;1.0;2.0;2.0
Presencial;Berazategui;Tercera;1 - Hombre;18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;4 - Muy negativa;3 - Algo negativa;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Sergio Massa;Axel Kicillof de Unión por la Patria;4 - Muy negativa;2 - Algo positiva;SI;No;Myriam Bregman  o Gabriel Solano;1.72940482220138;1.19470966426349;2.066136654507871;1.06714403708791;2.2048654106668377;1.00705495794049;2.2204206434035334;1.0423058837271;2.3143575009686157;0.926079915545157;2.1432799990383162;1.07851510539549;2.311559854054855;1.02929048551713;2.379266564482028;0.920987790896472;2.1912754571761415;1.0;2.0;2.0;1.0;2.0;1.0
Presencial;Florencio Varela;Tercera;2 - Mujer;18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;2 - Algo positiva;4 - Muy negativa;3 - Algo negativa;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Javier Milei de La Libertad Avanza;Sergio Massa de Union por la Patria;Myriam Bregman;Néstor Grindetti de Juntos;3 - Algo negativa;2 - Algo positiva;No;No;Sergio Massa;1.72940482220138;0.526070473344839;0.9097888134203271;1.06714403708791;0.9708757072507872;0.996126363843845;0.967114888008048;1.0423058837271;1.0080295380108637;1.07954099546258;1.0882092109199326;0.645247436849384;0.7021642041019772;1.02929048551713;0.7227309345528734;0.920987790896472;0.6656263668263935;1.0;2.0;2.0;1.0;2.0;1.0
Presencial;Florencio Varela;Tercera;1 - Hombre;18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;3 - Algo negativa;2 - Algo positiva;4 - Muy negativa;3 - Algo negativa;Javier Milei – de la Libertad Avanza;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Sergio Massa;Axel Kicillof de Unión por la Patria;5 - Ns/Nc;2 - Algo positiva;No;No;Sergio Massa;1.72940482220138;1.19470966426349;2.066136654507871;1.06714403708791;2.2048654106668377;1.00705495794049;2.2204206434035334;1.0423058837271;2.3143575009686157;0.926079915545157;2.1432799990383162;0.645247436849384;1.3829459258300238;1.02929048551713;1.4234530834415222;0.920987790896472;1.3109829107635789;2.0;1.0;2.0;2.0;3.0;1.0
Presencial;Florencio Varela;Tercera;2 - Mujer;30 a 49;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Myriam Bregman;Axel Kicillof de Unión por la Patria;4 - Muy negativa;3 - Algo negativa;SI;No;Sergio Massa;1.88490361692397;1.70745517192425;3.2183884292955574;1.06714403708791;3.4344840213554786;0.994940874008987;3.4171085339773204;0.916330487738784;3.131200729595799;1.07954099546258;3.380259552621006;0.645247436849384;2.18110381221435;1.02929048551713;2.2449894018373713;1.07373862755802;0.6975871950168335;1.0;2.0;2.0;1.0;2.0;2.0
Presencial;Florencio Varela;Tercera;2 - Mujer;Más de 50;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Sergio Massa;Néstor Grindetti de Juntos;3 - Algo negativa;3 - Algo negativa;SI;SI;Grabois;0.525664121129009;1.70745517192425;0.8975479223167417;1.06714403708791;0.9578129133009535;0.994940874008987;0.9529672170967448;1.07325861063304;1.0227802714000869;1.07954099546258;1.1041332323267377;1.62957013804576;1.799262543823593;1.02929048551713;1.8519638173049726;0.997005690313739;1.8464184641082113;1.0;2.0;2.0;1.0;2.0;2.0
Presencial;Florencio Varela;Tercera;1 - Hombre;18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;1 - Muy positiva;4 - Muy negativa;3 - Algo negativa;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;En Blanco/ No votaría;Sergio Massa de Union por la Patria;Myriam Bregman;Axel Kicillof de Unión por la Patria;3 - Algo negativa;2 - Algo positiva;No;No;Sergio Massa;1.72940482220138;1.19470966426349;2.066136654507871;1.06714403708791;2.2048654106668377;1.00705495794049;2.2204206434035334;1.0423058837271;2.3143575009686157;0.926079915545157;2.1432799990383162;0.645247436849384;1.3829459258300238;1.02929048551713;1.4234530834415222;0.920987790896472;1.3109829107635789;1.0;2.0;2.0;1.0;2.0;1.0
Presencial;Florencio Varela;Tercera;2 - Mujer;18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;1 - Muy positiva;3 - Algo negativa;4 - Muy negativa;3 - Algo negativa;Myriam Bregmandel Frente de Izquierda;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Myriam Bregman;Axel Kicillof de Unión por la Patria;3 - Algo negativa;1 - Muy positiva;No;No;Sergio Massa;1.72940482220138;1.19470966426349;2.066136654507871;1.06714403708791;2.2048654106668377;1.00705495794049;2.2204206434035334;1.0423058837271;2.3143575009686157;1.07954099546258;2.4984438004519487;0.645247436849384;1.6121144583538538;1.02929048551713;1.6593340735482234;0.920987790896472;1.5282264227564222;1.0;2.0;2.0;2.0;2.0;1.0
Presencial;Florencio Varela;Tercera;2 - Mujer;30 a 49;1 - Nivel Primario, ya sea completo o incompleto;1 - Muy positiva;4 - Muy negativa;3 - Algo negativa;1 - Muy positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Sergio Massa;Axel Kicillof de Unión por la Patria;3 - Algo negativa;2 - Algo positiva;SI;No;Sergio Massa;1.88490361692397;1.70745517192425;3.2183884292955574;1.06714403708791;3.4344840213554786;0.994940874008987;3.4171085339773204;0.916330487738784;3.131200729595799;1.07954099546258;3.380259552621006;0.645247436849384;2.18110381221435;1.02929048551713;2.2449894018373713;1.07373862755802;0.6975871950168335;1.0;2.0;2.0;1.0;2.0;1.0
Presencial;Lanus;Tercera;2 - Mujer;Más de 50;1 - Nivel Primario, ya sea completo o incompleto;1 - Muy positiva;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Myriam Bregman;Axel Kicillof de Unión por la Patria;4 - Muy negativa;4 - Muy negativa;SI;SI;Sergio Massa;0.525664121129009;1.70745517192425;0.8975479223167417;1.06714403708791;0.9578129133009535;0.994940874008987;0.9529672170967448;1.07325861063304;1.0227802714000869;1.07954099546258;1.1041332323267377;0.645247436849384;0.7124391380990529;1.02929048551713;0.7333068263553799;0.997005690313739;0.7311110786222227;1.0;2.0;2.0;1.0;2.0;2.0
